ID Dataset;Area del Conocimiento;Categoría;Red Institucional;Tipo de Lugar de Trabajo;Provincia laboral;Rango de Edad;Género
2020-05699;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-05709;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-05706;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-07050;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-07100;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-07637;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-07653;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-07677;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-07724;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-08722;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-08761;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-10309;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-10358;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-10374;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-10396;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-10496;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-10511;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-11077;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-11271;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-11272;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-11352;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-11365;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-11390;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-11595;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-12104;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;Hasta 39;Mujeres
2020-04071;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;40 a 49;Mujeres
2020-07527;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;40 a 49;Mujeres
2020-08830;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;40 a 49;Mujeres
2020-10480;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;Hasta 39;Mujeres
2020-10502;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;Hasta 39;Mujeres
2020-11294;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;Hasta 39;Mujeres
2020-11412;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;Hasta 39;Mujeres
2020-10875;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;Hasta 39;Mujeres
2020-11460;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;Hasta 39;Mujeres
2020-05568;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Otros;Buenos Aires;40 a 49;Mujeres
2020-11218;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Otros;Buenos Aires;Hasta 39;Mujeres
2020-04065;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-04478;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-04876;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-04960;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-05411;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-05441;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-05445;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-05194;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-05562;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-05694;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-05777;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-07074;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-07284;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-07319;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-07320;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-07331;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-07443;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-07520;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-08622;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-08616;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-08743;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-08753;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-08929;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10181;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-10291;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10340;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10377;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10483;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10521;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10542;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-10819;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-10838;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-11097;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
2020-11159;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;Hasta 39;Mujeres
